Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Gooik,461679.0,3.0,145.0,263.0,0,1,0,0,0,0,0,1,0,0,0
Aalst,199000.0,2.0,123.0,287.0,0,1,0,0,0,0,0,1,0,0,1
Rijkevorsel,675000.0,4.0,425.0,1607.0,0,1,0,0,0,0,0,1,0,0,1
Yvoir Godinne,175000.0,2.0,85.0,473.0,0,1,0,0,0,0,0,1,1,0,0
Vilvoorde,499000.0,2.0,170.0,190.0,0,1,0,0,0,1,0,1,1,0,0
Lede,239000.0,2.0,145.0,60.0,0,1,0,0,0,1,0,0,0,0,0
Mazenzele,474000.0,3.0,190.0,977.0,0,1,0,0,0,0,0,0,1,0,1
Sint-Niklaas,289000.0,2.0,163.0,305.0,0,1,0,0,0,0,0,1,0,0,1
Sint-Niklaas,269000.0,3.0,136.0,350.0,0,1,0,0,0,0,0,0,1,0,1
Lombardsijde,375000.0,3.0,132.0,421.0,0,1,0,0,0,1,0,0,0,0,0
Nieuwpoort,385000.0,4.0,191.0,200.0,0,1,0,0,0,0,0,1,1,0,0
Liedekerke,335000.0,3.0,203.0,139.0,0,1,0,0,0,0,0,0,1,0,1
Mere,399000.0,3.0,168.0,345.0,0,1,0,0,0,0,0,0,0,0,1
Denderleeuw,337000.0,3.0,160.0,160.0,0,1,0,0,0,0,0,0,0,0,1
Denderleeuw,355000.0,3.0,165.0,204.0,0,1,0,0,0,0,0,0,0,0,1
Menen,182000.0,4.0,151.0,165.0,0,1,0,0,0,0,0,0,0,0,1
Rekkem,195000.0,3.0,135.0,151.0,0,1,0,0,0,0,0,1,0,0,1
Deurne,397793.0,4.0,185.0,330.0,0,1,0,0,0,1,0,0,1,0,1
Steenokkerzeel,449000.0,4.0,180.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Waardamme,399000.0,3.0,165.0,292.0,0,1,0,0,0,1,0,1,0,0,0
Roeselare,365000.0,3.0,170.0,275.0,0,1,0,0,0,1,0,0,0,0,1
Brugge,295000.0,3.0,135.0,250.0,0,1,0,0,0,0,0,1,1,0,1
Grammene,359000.0,3.0,154.0,349.0,0,1,0,0,0,1,0,1,1,0,1
Machelen,370234.0,3.0,153.0,314.0,0,1,0,0,0,1,0,0,1,0,1
Keiem,260000.0,2.0,125.0,242.0,0,1,0,0,0,0,0,0,1,0,1
Halle,390000.0,7.0,250.0,100.0,0,1,0,0,0,0,0,0,0,0,1
Wachtebeke,275000.0,3.0,165.0,447.0,0,1,0,0,0,0,0,1,0,0,0
Hoboken,375000.0,6.0,253.0,274.0,0,1,0,0,0,1,0,1,1,0,1
Blankenberge,299000.0,3.0,142.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Oeselgem,565000.0,6.0,287.0,2955.0,0,1,0,0,0,1,0,1,0,0,0
Gits,425000.0,4.0,198.0,595.0,0,1,0,0,0,0,0,0,0,0,1
Borgerhout,389000.0,3.0,264.0,131.0,0,1,0,0,0,0,0,0,1,0,0
Borgerhout,279000.0,4.0,195.0,65.0,0,1,0,0,0,0,0,0,0,0,0
Lochristi,315000.0,3.0,135.0,355.0,0,1,0,0,0,0,0,0,1,0,1
Gent,409900.0,3.0,132.0,310.0,0,1,0,0,0,0,0,0,0,0,1
Ressegem,1299000.0,5.0,430.0,1154.0,0,0,0,0,1,1,0,1,1,1,1
Zwalm,423500.0,3.0,171.0,318.0,0,1,0,0,0,1,0,1,0,0,0
Herzele,280000.0,3.0,125.0,995.0,0,1,0,0,0,0,0,1,1,0,0
Aartselaar,410000.0,4.0,162.0,186.0,0,1,0,0,0,1,0,0,1,0,0
Tielt-Winge,399000.0,4.0,220.0,1570.0,0,1,0,0,0,1,1,1,1,0,1
Malmedy,105000.0,3.0,123.0,41.0,0,1,0,0,0,1,0,0,0,0,1
Hamme,249000.0,2.0,101.0,101.0,0,1,0,0,0,1,0,0,1,0,0
Franière,420000.0,3.0,195.0,1432.0,0,1,0,0,0,1,0,0,1,0,0
Edegem,398000.0,3.0,176.0,198.0,0,1,0,0,0,0,0,0,0,0,1
Oostende,350000.0,3.0,280.0,140.0,0,0,0,1,0,1,0,0,0,0,0
Merksem,325000.0,4.0,196.0,122.0,0,1,0,0,0,1,0,0,0,0,0
Izegem,285000.0,3.0,165.0,714.0,0,1,0,0,0,0,0,1,0,0,0
Merelbeke,229000.0,2.0,100.0,270.0,0,1,0,0,0,0,0,0,1,0,1
Boom,299000.0,6.0,260.0,260.0,0,1,0,0,0,0,0,0,0,0,1
Genk,249000.0,4.0,123.0,282.0,0,1,0,0,0,0,0,1,1,0,1
Hautrage,289000.0,3.0,131.0,0.0,0,0,0,0,1,1,0,0,1,0,0
Lombardsijde,375000.0,3.0,132.0,421.0,0,1,0,0,0,1,0,0,0,0,0
Nieuwpoort,385000.0,4.0,191.0,200.0,0,1,0,0,0,0,0,1,1,0,0
Nieuwpoort,259000.0,4.0,146.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Charleroi,265000.0,2.0,116.0,153.0,0,1,0,0,0,1,0,1,1,0,0
Libramont-Chevigny,340000.0,2.0,253.0,74.0,0,0,0,1,0,1,0,0,0,0,0
Antwerp,279000.0,2.0,90.0,55.0,0,1,0,0,0,1,0,1,0,0,0
Antwerp,165000.0,2.0,79.0,28.0,0,1,0,0,0,0,0,0,0,0,1
Poperinge,194750.0,2.0,226.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Barvaux-sur-Ourthe,285000.0,3.0,210.0,403.0,0,1,0,0,0,1,0,1,0,0,0
BEN-AHIN,179000.0,2.0,119.0,1154.0,0,1,0,0,0,1,0,0,1,0,0
OMBRET,229000.0,3.0,200.0,362.0,0,1,0,0,0,0,1,1,0,0,0
Schoten,312500.0,1.0,113.0,26.0,0,1,0,0,0,1,0,1,0,0,0
Lubbeek,450000.0,2.0,258.0,795.0,0,1,0,0,0,0,0,1,1,1,0
Ixelles,949000.0,6.0,330.0,135.0,0,1,0,0,0,1,1,1,1,0,0
Herzele,305000.0,5.0,245.0,231.0,0,0,0,1,0,0,0,0,0,0,1
Ronse,149000.0,2.0,63.0,0.0,0,0,0,1,0,1,0,0,0,0,0
Herzele,305000.0,5.0,245.0,231.0,0,1,0,0,0,0,0,0,0,0,1
HELKIJN,265000.0,4.0,151.0,2766.0,0,1,0,0,0,0,0,0,0,0,1
Welkenraedt,298000.0,4.0,154.0,327.0,0,1,0,0,0,1,0,1,1,0,0
CIPLET,225000.0,2.0,102.0,460.0,0,1,0,0,0,1,0,1,0,0,0
Bastogne,485000.0,6.0,380.0,817.0,0,1,0,0,0,1,0,1,1,0,0
BODANGE,485000.0,6.0,380.0,817.0,0,1,0,0,0,1,0,1,1,0,0
Bekkevoort,210000.0,1.0,100.0,0.0,0,1,0,0,0,0,0,0,1,0,0
Halle,259900.0,2.0,96.0,0.0,0,0,0,1,0,0,0,0,0,0,1
Lot,340000.0,3.0,193.0,212.0,0,1,0,0,0,0,0,0,0,0,1
Kaggevinne,280000.0,4.0,208.0,399.0,0,1,0,0,0,0,0,1,1,0,1
Antwerp,469000.0,6.0,278.0,95.0,0,1,0,0,0,0,0,0,0,0,1
Wemmel,725000.0,5.0,252.0,944.0,0,1,0,0,0,0,0,0,1,0,1
Kalmthout,465000.0,5.0,144.0,1275.0,0,1,0,0,0,0,1,0,1,0,1
Fleurus,245000.0,4.0,140.0,0.0,0,1,0,0,0,0,0,1,1,0,0
Mouscron,127000.0,4.0,117.0,128.0,0,1,0,0,0,1,1,0,1,0,0
Geel,490000.0,6.0,574.0,1421.0,0,1,0,0,0,1,0,0,1,0,1
Zwijndrecht,489000.0,4.0,195.0,320.0,0,1,0,0,0,1,0,1,1,0,0
Juprelle,450000.0,3.0,220.0,670.0,0,1,0,0,0,1,0,1,1,0,0
Antwerp,579000.0,3.0,167.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Brugge,325000.0,9.0,166.0,71.0,0,1,0,0,0,0,0,1,0,0,1
Le Roeulx,125000.0,2.0,100.0,110.0,0,1,0,0,0,0,0,0,0,0,1
Arlon,415000.0,3.0,221.0,530.0,0,1,0,0,0,1,0,1,1,0,1
Antwerp 1,385000.0,3.0,168.0,0.0,0,0,0,1,0,1,0,1,0,0,1
Herzele,393000.0,4.0,359.0,359.0,0,1,0,0,0,0,0,0,0,0,0
Temse,285000.0,2.0,88.0,736.0,0,1,0,0,0,1,0,0,0,0,1
Oostkamp,465000.0,4.0,151.0,285.0,0,1,0,0,0,1,0,1,0,0,0
Quiévrain,70000.0,3.0,260.0,139.0,0,1,0,0,0,0,0,0,0,0,1
Manage,70000.0,2.0,95.0,46.0,0,1,0,0,0,1,0,0,0,0,1
Nederhasselt,945000.0,4.0,450.0,3073.0,0,0,0,0,1,1,0,1,1,0,0
Vise,150000.0,4.0,157.0,160.0,0,1,0,0,0,0,0,0,0,0,1
Lillois-Witterzee,425000.0,3.0,183.0,512.0,0,1,0,0,0,1,0,1,1,0,1
Braine-l'Alleud,425000.0,3.0,183.0,512.0,0,1,0,0,0,1,0,1,1,0,1
Sint-Niklaas,315000.0,3.0,145.0,131.0,0,1,0,0,0,0,0,0,1,0,0
Niel,275000.0,3.0,147.0,66.0,0,1,0,0,0,1,0,1,0,0,0
Jemeppe-sur-Sambre,295000.0,3.0,155.0,1200.0,0,1,0,0,0,1,0,1,1,0,0
Jette,395000.0,4.0,220.0,90.0,0,0,0,1,0,1,0,1,0,0,1
Jurbise,160000.0,2.0,88.0,658.0,0,1,0,0,0,1,0,0,1,0,1
Neuville (Philippeville),95000.0,2.0,102.0,725.0,0,1,0,0,0,1,0,0,0,0,1
Enghien,219000.0,2.0,130.0,1.0,0,1,0,0,0,1,0,0,0,0,0
Lauwe,145000.0,2.0,129.0,180.0,0,1,0,0,0,1,0,1,1,0,0
Geel,215000.0,2.0,151.0,595.0,0,1,0,0,0,0,0,0,1,0,0
Merelbeke,649000.0,3.0,190.0,585.0,0,0,0,0,1,1,1,0,1,0,0
Nimy,350000.0,5.0,230.0,2875.0,0,0,0,0,1,1,0,1,0,0,1
Soignies,295000.0,3.0,150.0,2335.0,0,1,0,0,0,1,0,1,1,0,0
Lessines,80000.0,3.0,85.0,80.0,0,1,0,0,0,0,0,0,1,0,1
Geel,435000.0,5.0,334.0,1179.0,0,0,1,0,0,1,0,1,1,0,0
Saint-Léger,129000.0,1.0,71.0,92.0,0,1,0,0,0,1,0,1,1,0,1
Wijnegem,359000.0,5.0,260.0,350.0,0,1,0,0,0,0,0,1,1,0,1
Anderlecht,769000.0,7.0,260.0,740.0,0,1,0,0,0,1,0,1,1,0,1
Hautrage,189000.0,2.0,140.0,400.0,0,1,0,0,0,1,0,1,1,0,1
Colfontaine,240000.0,4.0,120.0,424.0,0,1,0,0,0,1,0,1,0,0,1
Dampremy,79000.0,3.0,120.0,86.0,0,1,0,0,0,1,0,1,0,0,1
Marcinelle,139000.0,2.0,92.0,122.0,0,1,0,0,0,1,0,1,0,0,1
Jodoigne,200000.0,2.0,100.0,172.0,0,1,0,0,0,1,0,0,0,0,0
Seraing,319000.0,3.0,154.0,0.0,0,1,0,0,0,1,0,1,0,0,0
Overijse,445000.0,3.0,150.0,868.0,0,1,0,0,0,0,0,1,1,0,0
Anvaing,287500.0,3.0,158.0,3200.0,0,1,0,0,0,1,0,0,1,0,1
Tournai,135000.0,3.0,192.0,210.0,0,1,0,0,0,1,0,0,0,0,1
CIPLET,300000.0,3.0,178.0,707.0,0,1,0,0,0,0,0,0,1,0,0
SAINT-GHISLAIN,199900.0,4.0,221.0,648.0,0,1,0,0,0,0,0,0,0,0,1
Herseaux,189000.0,3.0,136.0,245.0,0,1,0,0,0,1,0,1,0,0,1
Roeselare,165000.0,3.0,154.0,94.0,0,1,0,0,0,0,0,1,0,0,1
Oreye,315000.0,3.0,145.0,574.0,0,1,0,0,0,1,0,1,0,0,0
Solre-sur-Sambre,105000.0,2.0,63.0,450.0,0,1,0,0,0,1,0,0,1,0,1
Halle,895000.0,4.0,436.0,3435.0,0,0,0,0,1,1,0,1,0,0,0
MELSELE,395000.0,3.0,135.0,729.0,0,1,0,0,0,0,0,1,1,0,1
Chaudfontaine,129000.0,1.0,51.0,175.0,0,1,0,0,0,0,0,1,1,0,0
Waret-l'Évêque,325000.0,3.0,200.0,958.0,0,0,0,0,1,1,0,1,1,0,0
Turnhout,199000.0,2.0,100.0,400.0,0,1,0,0,0,1,0,0,1,0,1
Turnhout,275000.0,2.0,174.0,213.0,0,1,0,0,0,0,0,1,1,0,0
Marche-en-Famenne,179000.0,3.0,124.0,47.0,0,1,0,0,0,0,0,0,0,0,0
Wenduine,350000.0,3.0,175.0,97.0,0,1,0,0,0,1,0,1,1,0,1
Ransart,178000.0,3.0,100.0,250.0,0,1,0,0,0,1,0,1,1,0,1
Chatelet,158000.0,3.0,126.0,213.0,0,1,0,0,0,1,0,1,1,0,1
Montignies-sur-Sambre,300000.0,3.0,200.0,250.0,0,1,0,0,0,1,0,0,0,0,1
Courcelles,90000.0,3.0,107.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Rochefort,560000.0,4.0,350.0,1072.0,0,0,1,0,0,0,0,1,0,0,0
Stekene,425000.0,3.0,183.0,431.0,0,1,0,0,0,1,0,1,1,0,0
OPBRAKEL,425000.0,4.0,224.0,2156.0,0,0,0,1,0,1,0,1,0,0,0
Opwijk,361000.0,3.0,140.0,389.0,0,1,0,0,0,0,0,0,1,0,1
Haine-Saint-Pierre,100000.0,2.0,95.0,167.0,0,1,0,0,0,0,0,0,0,0,1
OPBRAKEL,425000.0,4.0,224.0,2156.0,0,1,0,0,0,1,0,1,0,0,0
Erpion,126000.0,2.0,82.0,125.0,0,1,0,0,0,1,0,1,0,1,0
Lier,194000.0,4.0,103.0,123.0,0,1,0,0,0,0,0,0,1,0,1
Borgerhout,259000.0,4.0,106.0,63.0,0,1,0,0,0,1,0,0,0,0,0
Borgerhout,525000.0,5.0,144.0,100.0,0,0,0,1,0,1,0,0,0,0,0
Roeselare,298000.0,3.0,426.0,426.0,0,1,0,0,0,1,1,1,1,0,0
Hove,446500.0,4.0,240.0,318.0,0,1,0,0,0,0,0,0,1,0,0
Jumet,110000.0,2.0,115.0,100.0,0,1,0,0,0,0,0,0,1,0,1
Linter,390000.0,4.0,196.0,350.0,0,1,0,0,0,1,0,1,1,0,0
Arlon,285000.0,4.0,200.0,600.0,0,1,0,0,0,0,0,1,1,0,1
Corroy-le-Grand,315000.0,2.0,110.0,1332.0,0,1,0,0,0,1,1,1,1,0,1
Antwerpen,225000.0,2.0,104.0,68.0,0,1,0,0,0,1,0,1,0,0,0
Hemiksem,598000.0,7.0,431.0,921.0,0,1,0,0,0,1,0,1,1,0,0
Hamoir,199000.0,4.0,197.0,458.0,0,1,0,0,0,0,0,0,1,0,0
ChÃtelet ChÃtelineau,149500.0,2.0,145.0,200.0,0,1,0,0,0,1,0,1,0,0,1
Gembloux,175000.0,3.0,80.0,450.0,0,1,0,0,0,0,0,1,0,0,1
Hoegaarden,319000.0,3.0,205.0,270.0,0,1,0,0,0,1,0,1,1,0,0
Zoutleeuw,260000.0,3.0,196.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Wuustwezel,425000.0,3.0,216.0,227.0,0,1,0,0,0,1,0,1,1,0,0
Aartrijke,449000.0,5.0,289.0,1539.0,0,0,0,1,0,1,0,0,0,0,1
Aartrijke,449000.0,5.0,289.0,1539.0,0,1,0,0,0,1,0,0,0,0,1
Blaimont,155000.0,2.0,63.0,695.0,0,1,0,0,0,1,0,0,1,0,0
Balen,349500.0,5.0,240.0,360.0,0,1,0,0,0,0,0,0,0,0,0
BRUXELLES,750000.0,9.0,200.0,0.0,0,0,1,0,0,1,0,0,0,0,0
Berchem,245000.0,3.0,140.0,101.0,0,1,0,0,0,0,0,0,1,0,1
Westkapelle,695000.0,3.0,200.0,399.0,0,1,0,0,0,1,0,0,1,0,0
Büllingen,200000.0,3.0,150.0,680.0,0,1,0,0,0,1,0,0,1,0,1
Testelt,465000.0,3.0,170.0,1039.0,0,1,0,0,0,1,1,1,1,0,0
Herzele,550000.0,3.0,400.0,949.0,0,1,0,0,0,1,0,1,0,0,1
Ronse,325000.0,5.0,500.0,612.0,0,1,0,0,0,0,0,0,0,0,1
Pipaix,420000.0,4.0,250.0,1237.0,0,1,0,0,0,0,1,0,0,0,1
Sint-Michiels,1445000.0,4.0,515.0,2626.0,0,1,0,0,0,1,0,1,0,0,0
Roeselare,195000.0,2.0,134.0,251.0,0,1,0,0,0,0,0,0,0,0,0
Mol,235000.0,3.0,170.0,732.0,0,1,0,0,0,0,0,0,1,0,1
Borgloon,311400.0,3.0,215.0,243.0,0,1,0,0,0,1,0,1,1,0,1
Borgloon,311400.0,3.0,213.0,343.0,0,1,0,0,0,1,0,1,1,0,1
Borgloon,311400.0,3.0,213.0,343.0,0,1,0,0,0,1,0,1,1,0,1
Tinlot,310000.0,9.0,765.0,3504.0,0,1,0,0,0,1,0,0,0,0,1
Tinlot,310000.0,9.0,765.0,3504.0,0,1,0,0,0,1,0,0,0,0,1
Peruwelz,191500.0,3.0,135.0,1020.0,0,1,0,0,0,1,0,0,1,0,1
Wommelgem,419500.0,3.0,171.0,478.0,0,1,0,0,0,0,0,0,0,0,1
Wommelgem,395000.0,3.0,166.0,269.0,0,1,0,0,0,0,0,0,0,0,1
Gent,419000.0,4.0,140.0,54.0,0,1,0,0,0,0,0,1,0,0,0
Ranst,445000.0,3.0,125.0,557.0,0,1,0,0,0,1,0,0,0,0,0
Westkapelle,769500.0,3.0,242.0,423.0,0,1,0,0,0,1,0,0,1,0,0
Dessel,375000.0,3.0,250.0,840.0,0,1,0,0,0,0,1,1,1,0,1
JEHAY-BODEGNÉE,395000.0,6.0,250.0,1649.0,0,1,0,0,0,1,0,1,1,0,0
Huy,165000.0,2.0,158.0,430.0,0,1,0,0,0,1,0,1,1,0,1
Merksem,599000.0,8.0,250.0,333.0,0,1,0,0,0,1,0,0,1,0,0
Chaudfontaine,189000.0,2.0,90.0,0.0,0,1,0,0,0,0,0,1,1,0,0
Antwerpen,349000.0,4.0,170.0,255.0,0,1,0,0,0,1,0,1,1,0,0
Temse,259000.0,3.0,115.0,100.0,0,1,0,0,0,1,0,0,1,0,0
Kruibeke,235000.0,4.0,135.0,94.0,0,1,0,0,0,0,0,0,0,0,0
Binche,80000.0,4.0,150.0,117.0,0,1,0,0,0,0,0,0,0,0,1
LEVAL-TRAHEGNIES,115000.0,3.0,128.0,205.0,0,1,0,0,0,0,0,1,0,0,1
Jumet,140000.0,3.0,166.0,154.0,0,1,0,0,0,1,0,1,0,0,1
Watermael-Boitsfort,490000.0,3.0,127.0,105.0,0,1,0,0,0,1,0,1,0,0,1
Remersdaal,649000.0,9.0,445.0,1172.0,0,1,0,0,0,0,0,1,0,0,0
Temse,229000.0,2.0,126.0,110.0,0,1,0,0,0,1,0,1,1,0,0
Houthalen-Helchteren,415000.0,4.0,201.0,500.0,0,1,0,0,0,1,0,1,0,0,0
Destelbergen,475000.0,3.0,165.0,883.0,0,1,0,0,0,1,0,1,1,0,0
Oostakker,430000.0,3.0,165.0,438.0,0,1,0,0,0,1,0,1,1,0,1
Heppen,569000.0,3.0,267.0,1481.0,0,1,0,0,0,1,0,0,1,0,0
Charleroi,259000.0,2.0,216.0,216.0,0,0,0,1,0,1,0,1,0,0,0
Sint-Genesius-Rode,448500.0,3.0,131.0,1394.0,0,1,0,0,0,1,1,1,1,0,0
Gent,595000.0,3.0,202.0,1413.0,0,0,0,0,1,1,0,1,1,0,1
Enghien,510000.0,4.0,212.0,1155.0,0,0,0,0,1,1,0,1,0,0,0
Marcq,510000.0,4.0,212.0,1155.0,0,0,0,0,1,1,0,1,0,0,0
TAMINES,225000.0,4.0,127.0,205.0,0,1,0,0,0,1,0,1,1,0,0
Lier,285000.0,4.0,141.0,85.0,0,1,0,0,0,0,0,0,0,0,0
Brussels City,950000.0,4.0,295.0,100.0,0,0,0,1,0,1,0,0,0,0,0
Dilbeek,829000.0,5.0,285.0,2002.0,0,1,0,0,0,1,1,1,0,0,0
Itterbeek,829000.0,5.0,285.0,2002.0,0,1,0,0,0,1,1,1,0,0,0
Flémalle,150000.0,2.0,90.0,258.0,0,1,0,0,0,0,0,0,0,0,1
Dendermonde Grembergen,299000.0,4.0,190.0,285.0,0,1,0,0,0,1,0,1,0,0,0
Auderghem,320000.0,2.0,75.0,85.0,0,1,0,0,0,1,0,1,1,0,1
Knokke-Heist,520000.0,3.0,159.0,235.0,0,1,0,0,0,0,0,0,1,0,1
Boom,325000.0,3.0,134.0,171.0,0,1,0,0,0,1,0,0,1,0,0
Berchem,219500.0,2.0,140.0,45.0,0,1,0,0,0,1,0,0,0,0,1
La Louvière Strépy-Bracquegnies,415000.0,3.0,150.0,576.0,0,0,0,0,1,0,0,1,1,0,0
Thuin,269000.0,2.0,176.0,290.0,0,1,0,0,0,1,0,1,1,0,0
Soumagne,432500.0,4.0,190.0,2804.0,0,1,0,0,0,0,0,0,1,0,1
Poulseur,125000.0,2.0,97.0,76.0,0,1,0,0,0,1,0,0,0,0,0
Wommelgem,389000.0,3.0,162.0,262.0,0,1,0,0,0,0,0,0,0,0,1
Gent,765000.0,4.0,203.0,70.0,0,1,0,0,0,1,0,1,1,0,0
Lessines,325000.0,7.0,266.0,266.0,0,0,1,0,0,1,0,1,1,0,1
Braine-l'Alleud,460000.0,9.0,400.0,448.0,0,0,0,1,0,1,0,1,1,0,1
Charleroi Jumet,89000.0,2.0,112.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Wommelgem,395000.0,3.0,164.0,266.0,0,1,0,0,0,0,0,0,0,0,1
St-Aubin,167500.0,3.0,145.0,417.0,0,1,0,0,0,1,0,1,1,0,1
Thuin,235000.0,3.0,170.0,477.0,0,1,0,0,0,0,0,1,1,0,1
Thuin,335000.0,3.0,170.0,477.0,0,1,0,0,0,0,0,1,1,0,1
Kruibeke,399000.0,3.0,347.0,359.0,0,1,0,0,0,1,0,0,1,0,0
Farciennes,109000.0,3.0,110.0,390.0,0,1,0,0,0,0,0,0,0,0,1
Couillet,189000.0,3.0,130.0,0.0,0,1,0,0,0,1,0,0,0,0,0
Genappe,325000.0,3.0,126.0,475.0,0,1,0,0,0,1,0,0,1,0,0
Wommelgem,395000.0,3.0,167.0,262.0,0,1,0,0,0,0,0,0,0,0,1
Loppem,131000.0,3.0,127.0,1404.0,0,1,0,0,0,0,0,0,0,0,1
Vedrin,265000.0,2.0,120.0,1762.0,0,1,0,0,0,1,0,1,0,0,0
Pont-de-Loup,550000.0,4.0,255.0,1058.0,0,0,0,0,1,1,0,1,1,0,1
Wommelgem,425000.0,3.0,175.0,384.0,0,1,0,0,0,0,0,0,0,0,1
LONGEAU,825000.0,4.0,340.0,1040.0,0,1,0,0,0,1,1,0,1,0,0
Seilles,185000.0,2.0,101.0,800.0,0,1,0,0,0,0,0,0,0,0,0
Lasne,395000.0,5.0,200.0,377.0,0,1,0,0,0,1,0,1,0,0,0
SAINT-DENIS,430000.0,3.0,277.0,1461.0,0,1,0,0,0,0,0,1,1,0,0
MESLIN-L'ÉVÊQUE,316000.0,4.0,275.0,450.0,0,1,0,0,0,1,0,0,0,0,0
Willebroek,349000.0,5.0,225.0,248.0,0,1,0,0,0,1,0,1,1,0,0
Anderlecht,398000.0,3.0,156.0,0.0,0,1,0,0,0,1,0,1,1,0,1
Jauche,320000.0,5.0,250.0,1804.0,0,1,0,0,0,0,0,1,0,0,1
Bredene,895000.0,3.0,265.0,950.0,0,0,0,0,1,1,0,1,1,0,0
Poperinge,185000.0,2.0,134.0,265.0,0,1,0,0,0,0,0,0,1,0,1
Esneux,299000.0,1.0,185.0,3700.0,0,1,0,0,0,1,0,1,1,0,1
Jupille-sur-Meuse,220000.0,3.0,160.0,467.0,0,1,0,0,0,1,0,1,1,0,1
Mechelen,315000.0,2.0,100.0,60.0,0,1,0,0,0,1,0,0,1,0,0
Mechelen,365000.0,4.0,132.0,157.0,0,1,0,0,0,1,0,1,1,0,0
Argenteau,329000.0,3.0,149.0,743.0,0,1,0,0,0,1,0,1,0,0,1
Jupille-sur-Meuse,290000.0,3.0,166.0,333.0,0,1,0,0,0,1,0,1,1,0,0
Oudsbergen,344000.0,6.0,340.0,1810.0,0,0,0,0,1,1,0,1,1,0,0
Antwerpen,1050000.0,6.0,300.0,240.0,0,0,1,0,0,1,0,1,1,0,0
Doische,229000.0,6.0,190.0,639.0,0,0,1,0,0,1,0,0,1,0,0
Mettet,294000.0,2.0,202.0,1822.0,0,0,0,0,1,1,0,0,0,0,0
LAUWE,235000.0,3.0,140.0,172.0,0,1,0,0,0,1,0,1,1,0,0
Heist-op-den-Berg (Booischot),280000.0,5.0,278.0,424.0,0,1,0,0,0,0,0,0,0,0,1
Brasschaat,1295000.0,6.0,388.0,1333.0,0,0,0,0,1,1,0,1,0,0,0
Brasschaat,865000.0,5.0,236.0,440.0,0,0,0,0,1,1,0,1,0,0,0
Landen,485000.0,5.0,271.0,2427.0,0,0,0,0,1,1,0,1,0,0,0
Nijlen,277000.0,3.0,135.0,400.0,0,1,0,0,0,0,0,1,1,0,1
Sambreville,259000.0,4.0,200.0,910.0,0,0,1,0,0,1,0,1,0,0,1
Vivegnis,220000.0,2.0,117.0,252.0,0,1,0,0,0,1,0,1,1,0,0
Hornu,165000.0,3.0,90.0,256.0,0,1,0,0,0,0,0,1,1,0,0
Brasschaat,309000.0,3.0,126.0,315.0,0,1,0,0,0,0,0,1,0,0,1
MOLLEM,395000.0,3.0,206.0,1400.0,0,1,0,0,0,0,1,1,1,0,1
Hoeilaart,950000.0,4.0,290.0,1663.0,0,0,0,0,1,1,0,1,1,0,0
Loverval,259000.0,3.0,150.0,403.0,0,0,0,0,1,0,1,0,1,0,1
Sint-Magriete,560000.0,2.0,206.0,1412.0,0,1,0,0,0,0,0,1,1,0,0
Sint-Niklaas,359000.0,3.0,217.0,159.0,0,1,0,0,0,0,0,0,1,0,1
Gent,339000.0,4.0,140.0,230.0,0,1,0,0,0,0,0,1,1,0,1
Antwerpen,379000.0,3.0,112.0,126.0,0,1,0,0,0,1,0,1,1,0,0
Bornem,249000.0,2.0,98.0,235.0,0,1,0,0,0,1,0,1,1,0,0
Malmedy,219000.0,3.0,135.0,155.0,0,1,0,0,0,1,0,1,1,0,0
Sambreville,350000.0,5.0,154.0,864.0,0,0,0,0,1,1,0,1,1,0,0
Erpe-Mere,249000.0,3.0,150.0,1616.0,0,1,0,0,0,0,0,1,0,0,1
Sint-Kruis,899000.0,9.0,482.0,715.0,0,1,0,0,0,1,0,0,0,0,1
Ronse,279000.0,3.0,128.0,826.0,0,1,0,0,0,0,0,1,1,0,0
Schilde,199000.0,1.0,55.0,1049.0,0,1,0,0,0,1,1,1,1,0,0
Lier,480000.0,4.0,241.0,0.0,0,1,0,0,0,0,1,0,1,0,0
Arlon,279000.0,4.0,328.0,367.0,0,1,0,0,0,0,0,0,1,0,1
Eeklo,165000.0,4.0,136.0,185.0,0,1,0,0,0,0,0,0,1,0,1
St-Amandsberg,279000.0,4.0,140.0,95.0,0,1,0,0,0,1,0,0,0,0,1
Seraing,329000.0,3.0,110.0,600.0,0,1,0,0,0,1,0,1,1,0,0
Haccourt,325000.0,3.0,175.0,783.0,0,0,0,0,1,1,0,1,1,0,0
Seraing,179000.0,5.0,155.0,291.0,0,1,0,0,0,0,0,1,0,0,1
Arlon,925000.0,5.0,315.0,2365.0,0,0,0,0,1,1,1,1,0,0,0
Gent,415000.0,3.0,160.0,82.0,0,1,0,0,0,1,0,1,0,0,0
